MR-POMDP,SR-POMDP,Placebo
187,197,225
81,46,62
102,74,190
82,54,89
139,196,97
153,185,177
179,136,198
225,92,24
210,112,199
132,22,154
81,217,183
103,153,131
164,121,150
214,76,41
86,80,155
102,174,191
143,187,224
105,146,191
34,49,148
65,34,158
84,131,181
152,178,159
239,201,165
242,187,85
99,40,229
80,134,178
90,97,91
131,80,203
82,77,138
64,248,141
178,195,69
153,79,239
240,148,131
229,23,153
57,150,166
91,194,62
204,55,126
213,111,231
23,55,151
113,76,104
145,42,213
81,159,144
71,156,218
185,66,69
249,65,86
209,35,36
83,26,195
138,184,143
67,195,205
181,151,36
176,103,200
223,74,197
243,65,217
102,50,138
44,72,187
177,158,238
187,244,175
163,244,174
103,42,176
167,130,41
242,220,27
123,31,51
129,59,72
35,112,209
183,45,151
236,156,27
144,157,115
66,102,122
76,57,147
247,45,118
217,196,197
140,228,193
103,87,230
83,132,106
25,35,208
236,131,151
25,235,154
131,188,31
63,132,90
150,126,235
180,51,71
161,96,97
249,71,122
28,167,142
120,190,174
111,137,106
21,46,154
147,120,142
167,133,51
65,114,38
59,59,132
87,65,153
244,68,163
158,183,242
175,199,168
190,72,215
57,103,58
107,102,41
152,93,130
223,78,45
68,53,154
147,120,183
29,107,217
245,66,122
177,35,169
249,176,122
106,164,130
37,60,188
36,156,50
231,74,212
170,95,152
49,73,47
95,140,124
182,241,190
231,104,225
208,92,173
23,146,186
33,34,29
232,119,188
247,58,234
83,41,167
96,66,157
153,247,106
145,185,235
83,44,75
110,143,37
167,151,190
209,42,225
156,53,73
120,101,233
129,131,99
218,86,22
93,100,141
79,124,238
174,38,186
230,112,229
155,219,151
128,132,104
73,37,207
59,44,205
117,48,81
23,196,187
112,212,195
221,182,66
202,44,22
236,148,157
41,232,32
112,46,32
101,31,170
227,122,136
217,42,53
46,72,244
73,173,118
48,153,149
203,45,238
248,60,88
199,243,197
84,176,226
86,112,78
130,104,22
197,75,82
31,199,23
205,246,196
60,87,87
107,22,223
22,79,145
135,177,153
32,218,170
180,151,229
224,140,149
224,78,134
98,54,64
63,82,58
30,170,159
35,208,206
56,69,155
23,56,99
141,189,150
212,215,151
227,71,156
28,94,176
107,27,85
165,162,105
183,215,177
246,150,162
129,25,234
46,140,210
65,205,185
137,164,173
70,155,165
123,26,155
206,86,41
68,121,34
136,154,128
130,166,162
231,197,230
210,228,55
54,95,25
48,104,50
201,61,167
155,119,131
23,60,91
92,71,169
107,126,214
195,91,145
149,132,178
126,89,107
213,92,58
160,139,245
30,153,125
223,142,168
219,56,183
110,92,203
98,168,234
23,232,138
56,36,157
90,102,184
196,218,249
196,173,164
225,50,188
79,71,184
86,70,157
37,230,162
115,208,159
155,118,72
85,134,182
64,85,243
230,53,208
246,47,45
141,245,236
68,164,158
128,28,134
153,96,164
126,213,205
134,210,56
214,56,50
27,131,50
43,41,94
242,43,248
219,149,33
73,177,65
126,59,160
118,45,228
152,203,214
141,243,44
87,67,58
90,95,247
101,141,110
220,56,223
175,155,182
140,66,237
183,90,208
155,234,213
118,157,52
127,39,150
224,70,141
66,132,245
67,238,203
186,163,136
193,135,40
247,134,245
40,161,98
55,193,195
172,49,226
180,72,100
225,127,222
91,212,198
112,180,157
152,48,100
167,139,210
189,234,152
159,118,66
117,114,165
240,26,47
127,142,40
113,198,207
25,157,167
35,85,213
197,148,71
209,27,220
152,147,42
64,29,104
235,79,230
208,72,102
82,161,209
48,163,201
209,32,58
158,39,93
116,111,37
43,119,50
166,131,228
163,93,40
184,134,165
106,238,113
115,170,233
22,56,151
150,77,231
36,88,221
133,244,150
158,227,109
111,33,245
128,49,158
190,157,87
63,197,27
59,72,208
111,89,108
92,213,55
34,195,114
124,53,150
153,115,54
56,203,199
94,96,159
225,112,212
223,219,229
40,158,163
112,143,96
103,56,59
203,89,232
92,199,26
30,225,209
66,196,242
160,126,93
156,127,133
238,85,65
150,75,103
113,221,154
91,167,166
